0.0,0.0,0.21600000000000003,0.21600000000000003
0.48429158056431554,0.12434494358242737,0.27,0.27
0.9833049447784512,0.09294968381777068,0.243,0.243
1.4793622954356902,0.15561630059992293,0.27,0.27
1.978375659649826,0.1870115603645798,0.27,0.27
2.478375659649826,0.18701156036458005,0.27,0.27
2.977389023863962,0.15561630059992368,0.27,0.27
3.4734463745212008,0.09294968381777195,0.243,0.243
3.9724597387353366,0.12434494358242915,0.27,0.27
4.472459738735337,0.12434494358242973,0.27,0.27
4.9714731029494725,0.09294968381777369,0.243,0.243
5.467530453606711,0.1556163005999266,0.27,0.27
5.966543817820847,0.18701156036458413,0.27,0.27
6.466543817820847,0.18701156036458505,0.27,0.27
6.965557182034983,0.15561630059992934,0.27,0.27
7.461614532692222,0.09294968381777827,0.243,0.243
7.960627896906358,0.12434494358243614,0.27,0.27
8.460627896906358,0.12434494358243739,0.27,0.27
8.959641261120494,0.09294968381778201,0.243,0.243
9.455698611777732,0.1556163005999356,0.27,0.27
9.954711975991868,0.1870115603645938,0.27,0.27
10.454711975991868,0.18701156036459538,0.27,0.27
10.748604602138103,0.59152005755207,0.17076299364909253,0.17076299364909253
10.594096104950628,1.0670483156996462,0.243,0.243
10.594096104950626,1.5670483156996462,0.2659191606484948,0.2659191606484948
10.62549136471528,2.066061679913782,0.243,0.243
10.562824747933126,2.5621190305710204,0.27,0.27
10.531429488168467,3.0611323947851563,0.243,0.243
10.531429488168463,3.5611323947851563,0.243,0.243
10.562824747933115,4.060145758999292,0.27,0.27
10.625491364715263,4.556203109656532,0.243,0.243
10.594096104950602,5.055216473870667,0.27,0.27
10.251822551986255,5.41970078758137,0.27,0.27
9.755765201329016,5.482367404363518,0.243,0.243
9.25675183711488,5.4509721445988575,0.243,0.243
8.75675183711488,5.450972144598854,0.243,0.243
8.257738472900744,5.482367404363507,0.243,0.243
7.761681122243505,5.419700787581351,0.27,0.27
7.2626677580293695,5.388305527816691,0.243,0.243
6.7626677580293695,5.388305527816687,0.243,0.243
6.263654393815234,5.41970078758134,0.27,0.27
5.767597043157994,5.482367404363489,0.243,0.243
5.268583678943858,5.450972144598829,0.243,0.243
4.768583678943858,5.4509721445988255,0.243,0.243
4.269570314729722,5.482367404363479,0.243,0.243
3.773512964072484,5.419700787581323,0.27,0.27
3.2744995998583484,5.388305527816661,0.243,0.243
2.7744995998583484,5.388305527816657,0.243,0.243
2.2754862356442125,5.419700787581309,0.27,0.27
1.779428884986973,5.482367404363457,0.243,0.243
1.2804155207728376,5.450972144598796,0.243,0.243
0.7804155207728376,5.450972144598792,0.243,0.243
0.28140215655870154,5.482367404363444,0.243,0.243
-0.21465519409853684,5.419700787581288,0.27,0.27
-0.7136685583126723,5.388305527816627,0.243,0.243
-1.2136685583126723,5.388305527816622,0.243,0.243
-1.7126819225268084,5.419700787581275,0.27,0.27
-2.208739273184048,5.482367404363423,0.243,0.243
-2.6842675313316233,5.327858907175945,0.21600000000000003,0.21600000000000003
-3.1842675313316233,5.327858907175941,0.24149534156997732,0.24149534156997732
-3.4781601574778565,4.923350409988465,0.27,0.27
-3.4467648977131957,4.424337045774329,0.243,0.243
-3.4467648977131917,3.9243370457743287,0.243,0.243
-3.4781601574778445,3.425323681560193,0.27,0.27
-3.5408267742599926,2.9292663309029536,0.32512305362739197,0.32512305362739197
-3.509431514495332,2.430252966688818,0.24892770034690798,0.24892770034690798
-3.509431514495328,1.9302529666888182,0.243,0.243
-3.5408267742599806,1.431239602474682,0.243,0.243
-3.4781601574778245,0.9351822518174437,0.243,0.243
-3.4467648977131637,0.43616888760330824,0.2547174905655283,0.2547174905655283
-3.024600934962154,0.1682554901138134,0.243,0.243
-2.5285435843049155,0.2309221068959699,0.243,0.243
-2.0373999589405702,0.13723144960311195,0.27,0.27
-1.5373999589405702,0.13723144960311665,0.27,0.27
-1.0383865947264341,0.10583618983846471,0.27,0.27
-0.5423292440691958,0.16850280662062167,0.27,0.27
-0.0433158798550603,0.19989806638528332,0.27,0.27
